week,month,staff_name,role,service,present
21,5,Jessica Callahan,doctor,general_medicine,False
22,6,Jessica Callahan,doctor,general_medicine,True
23,6,Jessica Callahan,doctor,general_medicine,True
24,6,Jessica Callahan,doctor,general_medicine,False
25,6,Jessica Callahan,doctor,general_medicine,True
26,7,Jessica Callahan,doctor,general_medicine,True
27,7,Jessica Callahan,doctor,general_medicine,False
28,7,Jessica Callahan,doctor,general_medicine,True
29,7,Jessica Callahan,doctor,general_medicine,True
30,7,Jessica Callahan,doctor,general_medicine,False
31,8,Jessica Callahan,doctor,general_medicine,True
32,8,Jessica Callahan,doctor,general_medicine,True
33,8,Jessica Callahan,doctor,general_medicine,False
34,8,Jessica Callahan,doctor,general_medicine,True
35,9,Jessica Callahan,doctor,general_medicine,True
36,9,Jessica Callahan,doctor,general_medicine,False
37,9,Jessica Callahan,doctor,general_medicine,True
38,9,Jessica Callahan,doctor,general_medicine,True
39,10,Jessica Callahan,doctor,general_medicine,False
40,10,Jessica Callahan,doctor,general_medicine,True
41,10,Jessica Callahan,doctor,general_medicine,True
42,10,Jessica Callahan,doctor,general_medicine,False
43,10,Jessica Callahan,doctor,general_medicine,False
44,11,Jessica Callahan,doctor,general_medicine,True
45,11,Jessica Callahan,doctor,general_medicine,False
46,11,Jessica Callahan,doctor,general_medicine,True
47,11,Jessica Callahan,doctor,general_medicine,True
48,12,Jessica Callahan,doctor,general_medicine,False
49,12,Jessica Callahan,doctor,general_medicine,True
50,12,Jessica Callahan,doctor,general_medicine,True
51,12,Jessica Callahan,doctor,general_medicine,False
52,13,Jessica Callahan,doctor,general_medicine,True
1,1,Amber Kidd,doctor,general_medicine,True
2,1,Amber Kidd,doctor,general_medicine,True
3,1,Amber Kidd,doctor,general_medicine,False
4,1,Amber Kidd,doctor,general_medicine,True
5,2,Amber Kidd,doctor,general_medicine,True
6,2,Amber Kidd,doctor,general_medicine,False
7,2,Amber Kidd,doctor,general_medicine,True
8,2,Amber Kidd,doctor,general_medicine,True
9,3,Amber Kidd,doctor,general_medicine,False
10,3,Amber Kidd,doctor,general_medicine,True
11,3,Amber Kidd,doctor,general_medicine,True
12,3,Amber Kidd,doctor,general_medicine,False
13,4,Amber Kidd,doctor,general_medicine,True
14,4,Amber Kidd,doctor,general_medicine,False
15,4,Amber Kidd,doctor,general_medicine,False
16,4,Amber Kidd,doctor,general_medicine,True
17,4,Amber Kidd,doctor,general_medicine,True
18,5,Amber Kidd,doctor,general_medicine,False
19,5,Amber Kidd,doctor,general_medicine,True
20,5,Amber Kidd,doctor,general_medicine,True
21,5,Amber Kidd,doctor,general_medicine,False
22,6,Amber Kidd,doctor,general_medicine,True
23,6,Amber Kidd,doctor,general_medicine,True
24,6,Amber Kidd,doctor,general_medicine,False
25,6,Amber Kidd,doctor,general_medicine,True
26,7,Amber Kidd,doctor,general_medicine,True
27,7,Amber Kidd,doctor,general_medicine,False
28,7,Amber Kidd,doctor,general_medicine,True
29,7,Amber Kidd,doctor,general_medicine,True
30,7,Amber Kidd,doctor,general_medicine,False
31,8,Amber Kidd,doctor,general_medicine,True
32,8,Amber Kidd,doctor,general_medicine,True
33,8,Amber Kidd,doctor,general_medicine,False
34,8,Amber Kidd,doctor,general_medicine,True
35,9,Amber Kidd,doctor,general_medicine,False
36,9,Amber Kidd,doctor,general_medicine,False
37,9,Amber Kidd,doctor,general_medicine,True
38,9,Amber Kidd,doctor,general_medicine,False
39,10,Amber Kidd,doctor,general_medicine,False
40,10,Amber Kidd,doctor,general_medicine,False
41,10,Amber Kidd,doctor,general_medicine,True
42,10,Amber Kidd,doctor,general_medicine,False
43,10,Amber Kidd,doctor,general_medicine,True
44,11,Amber Kidd,doctor,general_medicine,False
45,11,Amber Kidd,doctor,general_medicine,False
46,11,Amber Kidd,doctor,general_medicine,False
47,11,Amber Kidd,doctor,general_medicine,False
48,12,Amber Kidd,doctor,general_medicine,False
49,12,Amber Kidd,doctor,general_medicine,True
50,12,Amber Kidd,doctor,general_medicine,True
51,12,Amber Kidd,doctor,general_medicine,False
52,13,Amber Kidd,doctor,general_medicine,True
1,1,Tracy House,doctor,general_medicine,True
2,1,Tracy House,doctor,general_medicine,True
3,1,Tracy House,doctor,general_medicine,False
4,1,Tracy House,doctor,general_medicine,True
5,2,Tracy House,doctor,general_medicine,True
6,2,Tracy House,doctor,general_medicine,False
7,2,Tracy House,doctor,general_medicine,False
8,2,Tracy House,doctor,general_medicine,True
9,3,Tracy House,doctor,general_medicine,False
10,3,Tracy House,doctor,general_medicine,True
11,3,Tracy House,doctor,general_medicine,True
12,3,Tracy House,doctor,general_medicine,False
13,4,Tracy House,doctor,general_medicine,True
14,4,Tracy House,doctor,general_medicine,True
15,4,Tracy House,doctor,general_medicine,False
16,4,Tracy House,doctor,general_medicine,True
17,4,Tracy House,doctor,general_medicine,True
18,5,Tracy House,doctor,general_medicine,False
19,5,Tracy House,doctor,general_medicine,True
20,5,Tracy House,doctor,general_medicine,True
21,5,Tracy House,doctor,general_medicine,False
22,6,Tracy House,doctor,general_medicine,True
23,6,Tracy House,doctor,general_medicine,False
24,6,Tracy House,doctor,general_medicine,False
25,6,Tracy House,doctor,general_medicine,False
26,7,Tracy House,doctor,general_medicine,True
27,7,Tracy House,doctor,general_medicine,False
28,7,Tracy House,doctor,general_medicine,True
29,7,Tracy House,doctor,general_medicine,True
30,7,Tracy House,doctor,general_medicine,False
31,8,Tracy House,doctor,general_medicine,False
32,8,Tracy House,doctor,general_medicine,True
33,8,Tracy House,doctor,general_medicine,False
34,8,Tracy House,doctor,general_medicine,True
35,9,Tracy House,doctor,general_medicine,True
36,9,Tracy House,doctor,general_medicine,False
37,9,Tracy House,doctor,general_medicine,True
38,9,Tracy House,doctor,general_medicine,True
39,10,Tracy House,doctor,general_medicine,False
40,10,Tracy House,doctor,general_medicine,True
41,10,Tracy House,doctor,general_medicine,True
42,10,Tracy House,doctor,general_medicine,False
43,10,Tracy House,doctor,general_medicine,True
44,11,Tracy House,doctor,general_medicine,True
45,11,Tracy House,doctor,general_medicine,False
46,11,Tracy House,doctor,general_medicine,True
47,11,Tracy House,doctor,general_medicine,True
48,12,Tracy House,doctor,general_medicine,False
49,12,Tracy House,doctor,general_medicine,True
50,12,Tracy House,doctor,general_medicine,True
51,12,Tracy House,doctor,general_medicine,False
52,13,Tracy House,doctor,general_medicine,False
1,1,Carol Tucker,doctor,general_medicine,True
2,1,Carol Tucker,doctor,general_medicine,True
3,1,Carol Tucker,doctor,general_medicine,False
4,1,Carol Tucker,doctor,general_medicine,True
5,2,Carol Tucker,doctor,general_medicine,True
6,2,Carol Tucker,doctor,general_medicine,False
7,2,Carol Tucker,doctor,general_medicine,True
8,2,Carol Tucker,doctor,general_medicine,True
9,3,Carol Tucker,doctor,general_medicine,False
10,3,Carol Tucker,doctor,general_medicine,True
11,3,Carol Tucker,doctor,general_medicine,True
12,3,Carol Tucker,doctor,general_medicine,False
13,4,Carol Tucker,doctor,general_medicine,True
14,4,Carol Tucker,doctor,general_medicine,True
15,4,Carol Tucker,doctor,general_medicine,False
16,4,Carol Tucker,doctor,general_medicine,True
17,4,Carol Tucker,doctor,general_medicine,True
18,5,Carol Tucker,doctor,general_medicine,False
19,5,Carol Tucker,doctor,general_medicine,True
20,5,Carol Tucker,doctor,general_medicine,True
21,5,Carol Tucker,doctor,general_medicine,False
22,6,Carol Tucker,doctor,general_medicine,True
23,6,Carol Tucker,doctor,general_medicine,True
24,6,Carol Tucker,doctor,general_medicine,False
25,6,Carol Tucker,doctor,general_medicine,True
26,7,Carol Tucker,doctor,general_medicine,True
27,7,Carol Tucker,doctor,general_medicine,False
28,7,Carol Tucker,doctor,general_medicine,False
29,7,Carol Tucker,doctor,general_medicine,False
30,7,Carol Tucker,doctor,general_medicine,False
31,8,Carol Tucker,doctor,general_medicine,True
32,8,Carol Tucker,doctor,general_medicine,True
33,8,Carol Tucker,doctor,general_medicine,False
34,8,Carol Tucker,doctor,general_medicine,True
35,9,Carol Tucker,doctor,general_medicine,True
36,9,Carol Tucker,doctor,general_medicine,False
37,9,Carol Tucker,doctor,general_medicine,True
38,9,Carol Tucker,doctor,general_medicine,True
39,10,Carol Tucker,doctor,general_medicine,False
40,10,Carol Tucker,doctor,general_medicine,True
41,10,Carol Tucker,doctor,general_medicine,True
42,10,Carol Tucker,doctor,general_medicine,False
43,10,Carol Tucker,doctor,general_medicine,True
44,11,Carol Tucker,doctor,general_medicine,True
45,11,Carol Tucker,doctor,general_medicine,False
46,11,Carol Tucker,doctor,general_medicine,False
47,11,Carol Tucker,doctor,general_medicine,True
48,12,Carol Tucker,doctor,general_medicine,False
49,12,Carol Tucker,doctor,general_medicine,True
50,12,Carol Tucker,doctor,general_medicine,True
51,12,Carol Tucker,doctor,general_medicine,False
52,13,Carol Tucker,doctor,general_medicine,True
1,1,James Brown,doctor,general_medicine,True
2,1,James Brown,doctor,general_medicine,True
3,1,James Brown,doctor,general_medicine,False
4,1,James Brown,doctor,general_medicine,True
5,2,James Brown,doctor,general_medicine,True
6,2,James Brown,doctor,general_medicine,False
7,2,James Brown,doctor,general_medicine,True
8,2,James Brown,doctor,general_medicine,True
9,3,James Brown,doctor,general_medicine,False
10,3,James Brown,doctor,general_medicine,True
11,3,James Brown,doctor,general_medicine,True
12,3,James Brown,doctor,general_medicine,False
13,4,James Brown,doctor,general_medicine,True
14,4,James Brown,doctor,general_medicine,False
15,4,James Brown,doctor,general_medicine,False
16,4,James Brown,doctor,general_medicine,True
17,4,James Brown,doctor,general_medicine,True
18,5,James Brown,doctor,general_medicine,False
19,5,James Brown,doctor,general_medicine,True
20,5,James Brown,doctor,general_medicine,True
21,5,James Brown,doctor,general_medicine,False
22,6,James Brown,doctor,general_medicine,True
23,6,James Brown,doctor,general_medicine,True
24,6,James Brown,doctor,general_medicine,False
25,6,James Brown,doctor,general_medicine,True
26,7,James Brown,doctor,general_medicine,False
27,7,James Brown,doctor,general_medicine,False
28,7,James Brown,doctor,general_medicine,False
29,7,James Brown,doctor,general_medicine,True
30,7,James Brown,doctor,general_medicine,False
31,8,James Brown,doctor,general_medicine,True
32,8,James Brown,doctor,general_medicine,False
33,8,James Brown,doctor,general_medicine,False
34,8,James Brown,doctor,general_medicine,True
35,9,James Brown,doctor,general_medicine,False
36,9,James Brown,doctor,general_medicine,False
37,9,James Brown,doctor,general_medicine,True
38,9,James Brown,doctor,general_medicine,True
39,10,James Brown,doctor,general_medicine,False
40,10,James Brown,doctor,general_medicine,True
41,10,James Brown,doctor,general_medicine,True
42,10,James Brown,doctor,general_medicine,False
43,10,James Brown,doctor,general_medicine,True
44,11,James Brown,doctor,general_medicine,False
45,11,James Brown,doctor,general_medicine,False
46,11,James Brown,doctor,general_medicine,True
47,11,James Brown,doctor,general_medicine,True
48,12,James Brown,doctor,general_medicine,False
49,12,James Brown,doctor,general_medicine,True
50,12,James Brown,doctor,general_medicine,True
51,12,James Brown,doctor,general_medicine,False
52,13,James Brown,doctor,general_medicine,True
1,1,William Baker,nurse,general_medicine,True
2,1,William Baker,nurse,general_medicine,True
3,1,William Baker,nurse,general_medicine,False
4,1,William Baker,nurse,general_medicine,True
5,2,William Baker,nurse,general_medicine,False
6,2,William Baker,nurse,general_medicine,False
7,2,William Baker,nurse,general_medicine,True
8,2,William Baker,nurse,general_medicine,True
9,3,William Baker,nurse,general_medicine,False
10,3,William Baker,nurse,general_medicine,True
11,3,William Baker,nurse,general_medicine,True
12,3,William Baker,nurse,general_medicine,False
13,4,William Baker,nurse,general_medicine,True
14,4,William Baker,nurse,general_medicine,False
15,4,William Baker,nurse,general_medicine,False
16,4,William Baker,nurse,general_medicine,True
17,4,William Baker,nurse,general_medicine,True
18,5,William Baker,nurse,general_medicine,False
19,5,William Baker,nurse,general_medicine,True
20,5,William Baker,nurse,general_medicine,True
21,5,William Baker,nurse,general_medicine,False
22,6,William Baker,nurse,general_medicine,False
23,6,William Baker,nurse,general_medicine,True
24,6,William Baker,nurse,general_medicine,False
25,6,William Baker,nurse,general_medicine,True
26,7,William Baker,nurse,general_medicine,True
27,7,William Baker,nurse,general_medicine,False
28,7,William Baker,nurse,general_medicine,True
29,7,William Baker,nurse,general_medicine,True
30,7,William Baker,nurse,general_medicine,False
31,8,William Baker,nurse,general_medicine,False
32,8,William Baker,nurse,general_medicine,True
33,8,William Baker,nurse,general_medicine,False
34,8,William Baker,nurse,general_medicine,True
35,9,William Baker,nurse,general_medicine,True
36,9,William Baker,nurse,general_medicine,False
37,9,William Baker,nurse,general_medicine,True
38,9,William Baker,nurse,general_medicine,True
39,10,William Baker,nurse,general_medicine,False
40,10,William Baker,nurse,general_medicine,True
41,10,William Baker,nurse,general_medicine,True
42,10,William Baker,nurse,general_medicine,False
43,10,William Baker,nurse,general_medicine,True
44,11,William Baker,nurse,general_medicine,True
45,11,William Baker,nurse,general_medicine,False
46,11,William Baker,nurse,general_medicine,True
47,11,William Baker,nurse,general_medicine,True
48,12,William Baker,nurse,general_medicine,False
49,12,William Baker,nurse,general_medicine,True
50,12,William Baker,nurse,general_medicine,True
51,12,William Baker,nurse,general_medicine,False
52,13,William Baker,nurse,general_medicine,False
1,1,Jordan Henderson,nurse,general_medicine,True
2,1,Jordan Henderson,nurse,general_medicine,True
3,1,Jordan Henderson,nurse,general_medicine,False
4,1,Jordan Henderson,nurse,general_medicine,False
5,2,Jordan Henderson,nurse,general_medicine,True
6,2,Jordan Henderson,nurse,general_medicine,False
7,2,Jordan Henderson,nurse,general_medicine,True
8,2,Jordan Henderson,nurse,general_medicine,True
9,3,Jordan Henderson,nurse,general_medicine,False
10,3,Jordan Henderson,nurse,general_medicine,True
11,3,Jordan Henderson,nurse,general_medicine,True
12,3,Jordan Henderson,nurse,general_medicine,False
13,4,Jordan Henderson,nurse,general_medicine,True
14,4,Jordan Henderson,nurse,general_medicine,False
15,4,Jordan Henderson,nurse,general_medicine,False
16,4,Jordan Henderson,nurse,general_medicine,True
17,4,Jordan Henderson,nurse,general_medicine,True
18,5,Jordan Henderson,nurse,general_medicine,False
19,5,Jordan Henderson,nurse,general_medicine,True
20,5,Jordan Henderson,nurse,general_medicine,True
21,5,Jordan Henderson,nurse,general_medicine,False
22,6,Jordan Henderson,nurse,general_medicine,True
23,6,Jordan Henderson,nurse,general_medicine,True
24,6,Jordan Henderson,nurse,general_medicine,False
25,6,Jordan Henderson,nurse,general_medicine,True
26,7,Jordan Henderson,nurse,general_medicine,True
27,7,Jordan Henderson,nurse,general_medicine,False
28,7,Jordan Henderson,nurse,general_medicine,True
29,7,Jordan Henderson,nurse,general_medicine,True
30,7,Jordan Henderson,nurse,general_medicine,False
31,8,Jordan Henderson,nurse,general_medicine,False
32,8,Jordan Henderson,nurse,general_medicine,False
33,8,Jordan Henderson,nurse,general_medicine,False
34,8,Jordan Henderson,nurse,general_medicine,True
35,9,Jordan Henderson,nurse,general_medicine,True
36,9,Jordan Henderson,nurse,general_medicine,False
37,9,Jordan Henderson,nurse,general_medicine,True
38,9,Jordan Henderson,nurse,general_medicine,True
39,10,Jordan Henderson,nurse,general_medicine,False
40,10,Jordan Henderson,nurse,general_medicine,True
41,10,Jordan Henderson,nurse,general_medicine,True
42,10,Jordan Henderson,nurse,general_medicine,False
43,10,Jordan Henderson,nurse,general_medicine,True
44,11,Jordan Henderson,nurse,general_medicine,True
45,11,Jordan Henderson,nurse,general_medicine,False
46,11,Jordan Henderson,nurse,general_medicine,True
47,11,Jordan Henderson,nurse,general_medicine,True
48,12,Jordan Henderson,nurse,general_medicine,False
49,12,Jordan Henderson,nurse,general_medicine,True
50,12,Jordan Henderson,nurse,general_medicine,True
51,12,Jordan Henderson,nurse,general_medicine,False
52,13,Jordan Henderson,nurse,general_medicine,True
1,1,Whitney Peters,nurse,general_medicine,True
2,1,Whitney Peters,nurse,general_medicine,False
3,1,Whitney Peters,nurse,general_medicine,False
4,1,Whitney Peters,nurse,general_medicine,True
5,2,Whitney Peters,nurse,general_medicine,False
6,2,Whitney Peters,nurse,general_medicine,False
7,2,Whitney Peters,nurse,general_medicine,True
8,2,Whitney Peters,nurse,general_medicine,True
9,3,Whitney Peters,nurse,general_medicine,False
10,3,Whitney Peters,nurse,general_medicine,True
11,3,Whitney Peters,nurse,general_medicine,True
12,3,Whitney Peters,nurse,general_medicine,False
13,4,Whitney Peters,nurse,general_medicine,False
14,4,Whitney Peters,nurse,general_medicine,True
15,4,Whitney Peters,nurse,general_medicine,False
16,4,Whitney Peters,nurse,general_medicine,True
17,4,Whitney Peters,nurse,general_medicine,True
18,5,Whitney Peters,nurse,general_medicine,False
19,5,Whitney Peters,nurse,general_medicine,True
20,5,Whitney Peters,nurse,general_medicine,True
21,5,Whitney Peters,nurse,general_medicine,False
22,6,Whitney Peters,nurse,general_medicine,True
23,6,Whitney Peters,nurse,general_medicine,True
24,6,Whitney Peters,nurse,general_medicine,False
25,6,Whitney Peters,nurse,general_medicine,True
26,7,Whitney Peters,nurse,general_medicine,True
27,7,Whitney Peters,nurse,general_medicine,False
28,7,Whitney Peters,nurse,general_medicine,True
29,7,Whitney Peters,nurse,general_medicine,True
30,7,Whitney Peters,nurse,general_medicine,False
31,8,Whitney Peters,nurse,general_medicine,True
32,8,Whitney Peters,nurse,general_medicine,True
33,8,Whitney Peters,nurse,general_medicine,False
34,8,Whitney Peters,nurse,general_medicine,True
35,9,Whitney Peters,nurse,general_medicine,True
36,9,Whitney Peters,nurse,general_medicine,False
37,9,Whitney Peters,nurse,general_medicine,True
38,9,Whitney Peters,nurse,general_medicine,True
39,10,Whitney Peters,nurse,general_medicine,False
40,10,Whitney Peters,nurse,general_medicine,True
41,10,Whitney Peters,nurse,general_medicine,True
42,10,Whitney Peters,nurse,general_medicine,False
43,10,Whitney Peters,nurse,general_medicine,True
44,11,Whitney Peters,nurse,general_medicine,False
45,11,Whitney Peters,nurse,general_medicine,False
46,11,Whitney Peters,nurse,general_medicine,True
47,11,Whitney Peters,nurse,general_medicine,True
48,12,Whitney Peters,nurse,general_medicine,False
49,12,Whitney Peters,nurse,general_medicine,True
50,12,Whitney Peters,nurse,general_medicine,True
51,12,Whitney Peters,nurse,general_medicine,False
52,13,Whitney Peters,nurse,general_medicine,True
1,1,Brittney Phillips,nurse,general_medicine,True
2,1,Brittney Phillips,nurse,general_medicine,True
3,1,Brittney Phillips,nurse,general_medicine,False
4,1,Brittney Phillips,nurse,general_medicine,True
5,2,Brittney Phillips,nurse,general_medicine,True
6,2,Brittney Phillips,nurse,general_medicine,False
7,2,Brittney Phillips,nurse,general_medicine,True
8,2,Brittney Phillips,nurse,general_medicine,True
9,3,Brittney Phillips,nurse,general_medicine,False
10,3,Brittney Phillips,nurse,general_medicine,True
11,3,Brittney Phillips,nurse,general_medicine,False
12,3,Brittney Phillips,nurse,general_medicine,False
13,4,Brittney Phillips,nurse,general_medicine,False
14,4,Brittney Phillips,nurse,general_medicine,True
15,4,Brittney Phillips,nurse,general_medicine,False
16,4,Brittney Phillips,nurse,general_medicine,True
17,4,Brittney Phillips,nurse,general_medicine,True
18,5,Brittney Phillips,nurse,general_medicine,False
19,5,Brittney Phillips,nurse,general_medicine,True
20,5,Brittney Phillips,nurse,general_medicine,True
21,5,Brittney Phillips,nurse,general_medicine,False
22,6,Brittney Phillips,nurse,general_medicine,True
23,6,Brittney Phillips,nurse,general_medicine,True
24,6,Brittney Phillips,nurse,general_medicine,False
25,6,Brittney Phillips,nurse,general_medicine,True
26,7,Brittney Phillips,nurse,general_medicine,True
27,7,Brittney Phillips,nurse,general_medicine,False
28,7,Brittney Phillips,nurse,general_medicine,True
29,7,Brittney Phillips,nurse,general_medicine,True
30,7,Brittney Phillips,nurse,general_medicine,False
31,8,Brittney Phillips,nurse,general_medicine,True
32,8,Brittney Phillips,nurse,general_medicine,True
33,8,Brittney Phillips,nurse,general_medicine,False
34,8,Brittney Phillips,nurse,general_medicine,True
35,9,Brittney Phillips,nurse,general_medicine,True
36,9,Brittney Phillips,nurse,general_medicine,False
37,9,Brittney Phillips,nurse,general_medicine,True
38,9,Brittney Phillips,nurse,general_medicine,True
39,10,Brittney Phillips,nurse,general_medicine,False
40,10,Brittney Phillips,nurse,general_medicine,True
41,10,Brittney Phillips,nurse,general_medicine,True
42,10,Brittney Phillips,nurse,general_medicine,False
43,10,Brittney Phillips,nurse,general_medicine,True
44,11,Brittney Phillips,nurse,general_medicine,True
45,11,Brittney Phillips,nurse,general_medicine,False
46,11,Brittney Phillips,nurse,general_medicine,True
47,11,Brittney Phillips,nurse,general_medicine,True
48,12,Brittney Phillips,nurse,general_medicine,False
49,12,Brittney Phillips,nurse,general_medicine,True
50,12,Brittney Phillips,nurse,general_medicine,True
51,12,Brittney Phillips,nurse,general_medicine,False
52,13,Brittney Phillips,nurse,general_medicine,False
1,1,Lauren Daniels,nurse,general_medicine,True
2,1,Lauren Daniels,nurse,general_medicine,False
3,1,Lauren Daniels,nurse,general_medicine,False
4,1,Lauren Daniels,nurse,general_medicine,True
5,2,Lauren Daniels,nurse,general_medicine,False
6,2,Lauren Daniels,nurse,general_medicine,False
7,2,Lauren Daniels,nurse,general_medicine,True
8,2,Lauren Daniels,nurse,general_medicine,True
9,3,Lauren Daniels,nurse,general_medicine,False
10,3,Lauren Daniels,nurse,general_medicine,True
11,3,Lauren Daniels,nurse,general_medicine,True
12,3,Lauren Daniels,nurse,general_medicine,False
13,4,Lauren Daniels,nurse,general_medicine,True
14,4,Lauren Daniels,nurse,general_medicine,True
15,4,Lauren Daniels,nurse,general_medicine,False
16,4,Lauren Daniels,nurse,general_medicine,True
17,4,Lauren Daniels,nurse,general_medicine,True
18,5,Lauren Daniels,nurse,general_medicine,False
19,5,Lauren Daniels,nurse,general_medicine,True
20,5,Lauren Daniels,nurse,general_medicine,True
21,5,Lauren Daniels,nurse,general_medicine,False
22,6,Lauren Daniels,nurse,general_medicine,True
23,6,Lauren Daniels,nurse,general_medicine,True
24,6,Lauren Daniels,nurse,general_medicine,False
25,6,Lauren Daniels,nurse,general_medicine,True
26,7,Lauren Daniels,nurse,general_medicine,True
27,7,Lauren Daniels,nurse,general_medicine,False
28,7,Lauren Daniels,nurse,general_medicine,True
29,7,Lauren Daniels,nurse,general_medicine,True
30,7,Lauren Daniels,nurse,general_medicine,False
31,8,Lauren Daniels,nurse,general_medicine,True
32,8,Lauren Daniels,nurse,general_medicine,True
33,8,Lauren Daniels,nurse,general_medicine,False
34,8,Lauren Daniels,nurse,general_medicine,True
35,9,Lauren Daniels,nurse,general_medicine,True
36,9,Lauren Daniels,nurse,general_medicine,False
37,9,Lauren Daniels,nurse,general_medicine,True
38,9,Lauren Daniels,nurse,general_medicine,True
39,10,Lauren Daniels,nurse,general_medicine,False
40,10,Lauren Daniels,nurse,general_medicine,True
41,10,Lauren Daniels,nurse,general_medicine,True
42,10,Lauren Daniels,nurse,general_medicine,False
43,10,Lauren Daniels,nurse,general_medicine,True
44,11,Lauren Daniels,nurse,general_medicine,True
45,11,Lauren Daniels,nurse,general_medicine,False
46,11,Lauren Daniels,nurse,general_medicine,False
47,11,Lauren Daniels,nurse,general_medicine,True
48,12,Lauren Daniels,nurse,general_medicine,False
49,12,Lauren Daniels,nurse,general_medicine,True
50,12,Lauren Daniels,nurse,general_medicine,True
51,12,Lauren Daniels,nurse,general_medicine,False
52,13,Lauren Daniels,nurse,general_medicine,True
1,1,Amy Silva,nurse,general_medicine,True
2,1,Amy Silva,nurse,general_medicine,True
3,1,Amy Silva,nurse,general_medicine,False
4,1,Amy Silva,nurse,general_medicine,True
5,2,Amy Silva,nurse,general_medicine,False
6,2,Amy Silva,nurse,general_medicine,False
7,2,Amy Silva,nurse,general_medicine,True
8,2,Amy Silva,nurse,general_medicine,True
9,3,Amy Silva,nurse,general_medicine,False
10,3,Amy Silva,nurse,general_medicine,True
11,3,Amy Silva,nurse,general_medicine,False
12,3,Amy Silva,nurse,general_medicine,False
13,4,Amy Silva,nurse,general_medicine,True
14,4,Amy Silva,nurse,general_medicine,True
15,4,Amy Silva,nurse,general_medicine,False
16,4,Amy Silva,nurse,general_medicine,True
17,4,Amy Silva,nurse,general_medicine,True
18,5,Amy Silva,nurse,general_medicine,False
19,5,Amy Silva,nurse,general_medicine,True
20,5,Amy Silva,nurse,general_medicine,True
21,5,Amy Silva,nurse,general_medicine,False
22,6,Amy Silva,nurse,general_medicine,False
23,6,Amy Silva,nurse,general_medicine,True
24,6,Amy Silva,nurse,general_medicine,False
25,6,Amy Silva,nurse,general_medicine,True
26,7,Amy Silva,nurse,general_medicine,True
27,7,Amy Silva,nurse,general_medicine,False
28,7,Amy Silva,nurse,general_medicine,True
29,7,Amy Silva,nurse,general_medicine,True
30,7,Amy Silva,nurse,general_medicine,False
31,8,Amy Silva,nurse,general_medicine,True
32,8,Amy Silva,nurse,general_medicine,True
33,8,Amy Silva,nurse,general_medicine,False
34,8,Amy Silva,nurse,general_medicine,True
35,9,Amy Silva,nurse,general_medicine,False
36,9,Amy Silva,nurse,general_medicine,False
37,9,Amy Silva,nurse,general_medicine,True
38,9,Amy Silva,nurse,general_medicine,True
39,10,Amy Silva,nurse,general_medicine,False
40,10,Amy Silva,nurse,general_medicine,True
41,10,Amy Silva,nurse,general_medicine,True
42,10,Amy Silva,nurse,general_medicine,False
43,10,Amy Silva,nurse,general_medicine,True
44,11,Amy Silva,nurse,general_medicine,False
45,11,Amy Silva,nurse,general_medicine,False
46,11,Amy Silva,nurse,general_medicine,True
47,11,Amy Silva,nurse,general_medicine,True
48,12,Amy Silva,nurse,general_medicine,False
49,12,Amy Silva,nurse,general_medicine,False
50,12,Amy Silva,nurse,general_medicine,True
51,12,Amy Silva,nurse,general_medicine,False
52,13,Amy Silva,nurse,general_medicine,True
1,1,Sarah Moore,nurse,general_medicine,False
2,1,Sarah Moore,nurse,general_medicine,True
3,1,Sarah Moore,nurse,general_medicine,False
4,1,Sarah Moore,nurse,general_medicine,True
5,2,Sarah Moore,nurse,general_medicine,True
6,2,Sarah Moore,nurse,general_medicine,False
7,2,Sarah Moore,nurse,general_medicine,True
8,2,Sarah Moore,nurse,general_medicine,True
9,3,Sarah Moore,nurse,general_medicine,False
10,3,Sarah Moore,nurse,general_medicine,True
11,3,Sarah Moore,nurse,general_medicine,True
12,3,Sarah Moore,nurse,general_medicine,False
13,4,Sarah Moore,nurse,general_medicine,True
14,4,Sarah Moore,nurse,general_medicine,True
15,4,Sarah Moore,nurse,general_medicine,False
16,4,Sarah Moore,nurse,general_medicine,True
17,4,Sarah Moore,nurse,general_medicine,True
18,5,Sarah Moore,nurse,general_medicine,False
19,5,Sarah Moore,nurse,general_medicine,False
20,5,Sarah Moore,nurse,general_medicine,True
21,5,Sarah Moore,nurse,general_medicine,False
22,6,Sarah Moore,nurse,general_medicine,True
23,6,Sarah Moore,nurse,general_medicine,True
24,6,Sarah Moore,nurse,general_medicine,False
25,6,Sarah Moore,nurse,general_medicine,True
26,7,Sarah Moore,nurse,general_medicine,True
27,7,Sarah Moore,nurse,general_medicine,False
28,7,Sarah Moore,nurse,general_medicine,True
29,7,Sarah Moore,nurse,general_medicine,True
30,7,Sarah Moore,nurse,general_medicine,False
31,8,Sarah Moore,nurse,general_medicine,True
32,8,Sarah Moore,nurse,general_medicine,True
33,8,Sarah Moore,nurse,general_medicine,False
34,8,Sarah Moore,nurse,general_medicine,True
35,9,Sarah Moore,nurse,general_medicine,True
36,9,Sarah Moore,nurse,general_medicine,False
37,9,Sarah Moore,nurse,general_medicine,True
38,9,Sarah Moore,nurse,general_medicine,True
39,10,Sarah Moore,nurse,general_medicine,False
40,10,Sarah Moore,nurse,general_medicine,True
41,10,Sarah Moore,nurse,general_medicine,True
42,10,Sarah Moore,nurse,general_medicine,False
