week,month,staff_id,staff_name,role,service,present
27,7,STF-55594f66,Richard Aguirre,nurse,surgery,False
28,7,STF-55594f66,Richard Aguirre,nurse,surgery,True
29,7,STF-55594f66,Richard Aguirre,nurse,surgery,True
30,7,STF-55594f66,Richard Aguirre,nurse,surgery,False
31,8,STF-55594f66,Richard Aguirre,nurse,surgery,True
32,8,STF-55594f66,Richard Aguirre,nurse,surgery,True
33,8,STF-55594f66,Richard Aguirre,nurse,surgery,False
34,8,STF-55594f66,Richard Aguirre,nurse,surgery,False
35,9,STF-55594f66,Richard Aguirre,nurse,surgery,False
36,9,STF-55594f66,Richard Aguirre,nurse,surgery,False
37,9,STF-55594f66,Richard Aguirre,nurse,surgery,True
38,9,STF-55594f66,Richard Aguirre,nurse,surgery,True
39,10,STF-55594f66,Richard Aguirre,nurse,surgery,False
40,10,STF-55594f66,Richard Aguirre,nurse,surgery,True
41,10,STF-55594f66,Richard Aguirre,nurse,surgery,True
42,10,STF-55594f66,Richard Aguirre,nurse,surgery,False
43,10,STF-55594f66,Richard Aguirre,nurse,surgery,False
44,11,STF-55594f66,Richard Aguirre,nurse,surgery,True
45,11,STF-55594f66,Richard Aguirre,nurse,surgery,False
46,11,STF-55594f66,Richard Aguirre,nurse,surgery,True
47,11,STF-55594f66,Richard Aguirre,nurse,surgery,False
48,12,STF-55594f66,Richard Aguirre,nurse,surgery,False
49,12,STF-55594f66,Richard Aguirre,nurse,surgery,True
50,12,STF-55594f66,Richard Aguirre,nurse,surgery,True
51,12,STF-55594f66,Richard Aguirre,nurse,surgery,False
52,13,STF-55594f66,Richard Aguirre,nurse,surgery,True
1,1,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
2,1,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
3,1,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
4,1,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
5,2,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
6,2,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
7,2,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
8,2,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
9,3,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
10,3,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
11,3,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
12,3,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
13,4,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
14,4,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
15,4,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
16,4,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
17,4,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
18,5,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
19,5,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
20,5,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
21,5,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
22,6,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
23,6,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
24,6,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
25,6,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
26,7,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
27,7,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
28,7,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
29,7,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
30,7,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
31,8,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
32,8,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
33,8,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
34,8,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
35,9,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
36,9,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
37,9,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
38,9,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
39,10,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
40,10,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
41,10,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
42,10,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
43,10,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
44,11,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
45,11,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
46,11,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
47,11,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
48,12,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
49,12,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
50,12,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
51,12,STF-e8857831,Brent Jordan,nursing_assistant,surgery,False
52,13,STF-e8857831,Brent Jordan,nursing_assistant,surgery,True
1,1,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
2,1,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
3,1,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
4,1,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
5,2,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
6,2,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
7,2,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
8,2,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
9,3,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
10,3,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
11,3,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
12,3,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
13,4,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
14,4,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
15,4,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
16,4,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
17,4,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
18,5,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
19,5,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
20,5,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
21,5,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
22,6,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
23,6,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
24,6,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
25,6,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
26,7,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
27,7,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
28,7,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
29,7,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
30,7,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
31,8,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
32,8,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
33,8,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
34,8,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
35,9,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
36,9,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
37,9,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
38,9,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
39,10,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
40,10,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
41,10,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
42,10,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
43,10,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
44,11,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
45,11,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
46,11,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
47,11,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
48,12,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
49,12,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
50,12,STF-6c29c37d,John Daniel,nursing_assistant,surgery,True
51,12,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
52,13,STF-6c29c37d,John Daniel,nursing_assistant,surgery,False
1,1,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
2,1,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
3,1,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
4,1,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
5,2,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
6,2,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
7,2,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
8,2,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
9,3,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
10,3,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
11,3,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
12,3,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
13,4,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
14,4,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
15,4,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
16,4,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
17,4,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
18,5,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
19,5,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
20,5,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
21,5,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
22,6,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
23,6,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
24,6,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
25,6,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
26,7,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
27,7,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
28,7,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
29,7,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
30,7,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
31,8,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
32,8,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
33,8,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
34,8,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
35,9,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
36,9,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
37,9,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
38,9,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
39,10,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
40,10,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
41,10,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
42,10,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
43,10,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
44,11,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
45,11,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
46,11,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
47,11,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
48,12,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
49,12,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
50,12,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
51,12,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,False
52,13,STF-ed194945,Victoria Garcia,nursing_assistant,surgery,True
1,1,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
2,1,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
3,1,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
4,1,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
5,2,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
6,2,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
7,2,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
8,2,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
9,3,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
10,3,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
11,3,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
12,3,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
13,4,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
14,4,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
15,4,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
16,4,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
17,4,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
18,5,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
19,5,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
20,5,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
21,5,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
22,6,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
23,6,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
24,6,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
25,6,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
26,7,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
27,7,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
28,7,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
29,7,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
30,7,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
31,8,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
32,8,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
33,8,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
34,8,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
35,9,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
36,9,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
37,9,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
38,9,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
39,10,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
40,10,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
41,10,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
42,10,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
43,10,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
44,11,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
45,11,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
46,11,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
47,11,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
48,12,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
49,12,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
50,12,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
51,12,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,False
52,13,STF-651ff617,Gerald Hensley,nursing_assistant,surgery,True
1,1,STF-727e4277,Connor West,nursing_assistant,surgery,True
2,1,STF-727e4277,Connor West,nursing_assistant,surgery,True
3,1,STF-727e4277,Connor West,nursing_assistant,surgery,False
4,1,STF-727e4277,Connor West,nursing_assistant,surgery,True
5,2,STF-727e4277,Connor West,nursing_assistant,surgery,False
6,2,STF-727e4277,Connor West,nursing_assistant,surgery,False
7,2,STF-727e4277,Connor West,nursing_assistant,surgery,True
8,2,STF-727e4277,Connor West,nursing_assistant,surgery,True
9,3,STF-727e4277,Connor West,nursing_assistant,surgery,False
10,3,STF-727e4277,Connor West,nursing_assistant,surgery,True
11,3,STF-727e4277,Connor West,nursing_assistant,surgery,True
12,3,STF-727e4277,Connor West,nursing_assistant,surgery,False
13,4,STF-727e4277,Connor West,nursing_assistant,surgery,False
14,4,STF-727e4277,Connor West,nursing_assistant,surgery,True
15,4,STF-727e4277,Connor West,nursing_assistant,surgery,False
16,4,STF-727e4277,Connor West,nursing_assistant,surgery,True
17,4,STF-727e4277,Connor West,nursing_assistant,surgery,True
18,5,STF-727e4277,Connor West,nursing_assistant,surgery,False
19,5,STF-727e4277,Connor West,nursing_assistant,surgery,False
20,5,STF-727e4277,Connor West,nursing_assistant,surgery,False
21,5,STF-727e4277,Connor West,nursing_assistant,surgery,False
22,6,STF-727e4277,Connor West,nursing_assistant,surgery,True
23,6,STF-727e4277,Connor West,nursing_assistant,surgery,True
24,6,STF-727e4277,Connor West,nursing_assistant,surgery,False
25,6,STF-727e4277,Connor West,nursing_assistant,surgery,True
26,7,STF-727e4277,Connor West,nursing_assistant,surgery,True
27,7,STF-727e4277,Connor West,nursing_assistant,surgery,False
28,7,STF-727e4277,Connor West,nursing_assistant,surgery,True
29,7,STF-727e4277,Connor West,nursing_assistant,surgery,True
30,7,STF-727e4277,Connor West,nursing_assistant,surgery,False
31,8,STF-727e4277,Connor West,nursing_assistant,surgery,True
32,8,STF-727e4277,Connor West,nursing_assistant,surgery,True
33,8,STF-727e4277,Connor West,nursing_assistant,surgery,False
34,8,STF-727e4277,Connor West,nursing_assistant,surgery,True
35,9,STF-727e4277,Connor West,nursing_assistant,surgery,False
36,9,STF-727e4277,Connor West,nursing_assistant,surgery,False
37,9,STF-727e4277,Connor West,nursing_assistant,surgery,True
38,9,STF-727e4277,Connor West,nursing_assistant,surgery,True
39,10,STF-727e4277,Connor West,nursing_assistant,surgery,False
40,10,STF-727e4277,Connor West,nursing_assistant,surgery,True
41,10,STF-727e4277,Connor West,nursing_assistant,surgery,True
42,10,STF-727e4277,Connor West,nursing_assistant,surgery,False
43,10,STF-727e4277,Connor West,nursing_assistant,surgery,True
44,11,STF-727e4277,Connor West,nursing_assistant,surgery,True
45,11,STF-727e4277,Connor West,nursing_assistant,surgery,False
46,11,STF-727e4277,Connor West,nursing_assistant,surgery,True
47,11,STF-727e4277,Connor West,nursing_assistant,surgery,True
48,12,STF-727e4277,Connor West,nursing_assistant,surgery,False
49,12,STF-727e4277,Connor West,nursing_assistant,surgery,True
50,12,STF-727e4277,Connor West,nursing_assistant,surgery,True
51,12,STF-727e4277,Connor West,nursing_assistant,surgery,False
52,13,STF-727e4277,Connor West,nursing_assistant,surgery,True
1,1,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
2,1,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
3,1,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
4,1,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
5,2,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
6,2,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
7,2,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
8,2,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
9,3,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
10,3,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
11,3,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
12,3,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
13,4,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
14,4,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
15,4,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
16,4,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
17,4,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
18,5,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
19,5,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
20,5,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
21,5,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
22,6,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
23,6,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
24,6,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
25,6,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
26,7,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
27,7,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
28,7,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
29,7,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
30,7,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
31,8,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
32,8,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
33,8,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
34,8,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
35,9,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
36,9,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
37,9,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
38,9,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
39,10,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
40,10,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
41,10,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
42,10,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
43,10,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
44,11,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
45,11,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
46,11,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
47,11,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
48,12,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
49,12,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
50,12,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
51,12,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,False
52,13,STF-e2bbe735,Donald Wright,nursing_assistant,surgery,True
1,1,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
2,1,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
3,1,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
4,1,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
5,2,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
6,2,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
7,2,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
8,2,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
9,3,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
10,3,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
11,3,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
12,3,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
13,4,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
14,4,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
15,4,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
16,4,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
17,4,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
18,5,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
19,5,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
20,5,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
21,5,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
22,6,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
23,6,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
24,6,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
25,6,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
26,7,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
27,7,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
28,7,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
29,7,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
30,7,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
31,8,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
32,8,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
33,8,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
34,8,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
35,9,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
36,9,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
37,9,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
38,9,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
39,10,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
40,10,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
41,10,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
42,10,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
43,10,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
44,11,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
45,11,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
46,11,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
47,11,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
48,12,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
49,12,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
50,12,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
51,12,STF-59afa180,Jessica Callahan,doctor,general_medicine,False
52,13,STF-59afa180,Jessica Callahan,doctor,general_medicine,True
1,1,STF-5157d809,Amber Kidd,doctor,general_medicine,True
2,1,STF-5157d809,Amber Kidd,doctor,general_medicine,True
3,1,STF-5157d809,Amber Kidd,doctor,general_medicine,False
4,1,STF-5157d809,Amber Kidd,doctor,general_medicine,True
5,2,STF-5157d809,Amber Kidd,doctor,general_medicine,True
6,2,STF-5157d809,Amber Kidd,doctor,general_medicine,False
7,2,STF-5157d809,Amber Kidd,doctor,general_medicine,True
8,2,STF-5157d809,Amber Kidd,doctor,general_medicine,True
9,3,STF-5157d809,Amber Kidd,doctor,general_medicine,False
10,3,STF-5157d809,Amber Kidd,doctor,general_medicine,True
11,3,STF-5157d809,Amber Kidd,doctor,general_medicine,True
12,3,STF-5157d809,Amber Kidd,doctor,general_medicine,False
13,4,STF-5157d809,Amber Kidd,doctor,general_medicine,True
14,4,STF-5157d809,Amber Kidd,doctor,general_medicine,False
15,4,STF-5157d809,Amber Kidd,doctor,general_medicine,False
16,4,STF-5157d809,Amber Kidd,doctor,general_medicine,True
17,4,STF-5157d809,Amber Kidd,doctor,general_medicine,True
18,5,STF-5157d809,Amber Kidd,doctor,general_medicine,False
19,5,STF-5157d809,Amber Kidd,doctor,general_medicine,True
20,5,STF-5157d809,Amber Kidd,doctor,general_medicine,True
21,5,STF-5157d809,Amber Kidd,doctor,general_medicine,False
22,6,STF-5157d809,Amber Kidd,doctor,general_medicine,True
23,6,STF-5157d809,Amber Kidd,doctor,general_medicine,True
24,6,STF-5157d809,Amber Kidd,doctor,general_medicine,False
25,6,STF-5157d809,Amber Kidd,doctor,general_medicine,True
26,7,STF-5157d809,Amber Kidd,doctor,general_medicine,True
